customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bin,Customer_Status_Predicted
0646-VHVEG,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,109.05,6821.91,0,49-60,0
0647-VHVEG,Female,0,Yes,No,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),79.36,1236.65,0,0-12,0
0648-VHVEG,Female,1,No,Yes,No,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,87.91,7452,1,13-24,0
0649-VHVEG,Male,0,Yes,No,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,98.92,7060.05,0,61-72,1
0650-VHVEG,Male,0,No,No,No,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,69.84,6407.83,1,13-24,0
0651-VHVEG,Male,1,No,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),28.69,421.83,0,49-60,0
0652-VHVEG,Male,0,Yes,No,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.71,2797.84,0,0-12,1
0653-VHVEG,Female,1,Yes,No,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),78.68,2441.7,0,61-72,0
0654-VHVEG,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,94.54,3305.21,1,61-72,1
0655-VHVEG,Female,1,Yes,No,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),63.17,880.02,1,37-48,1
0656-VHVEG,Male,0,No,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,32.76,8438.92,1,37-48,1
0657-VHVEG,Male,0,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),48.38,5028.84,1,49-60,0
0658-VHVEG,Female,0,Yes,No,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.31,2819.17,0,13-24,1
0659-VHVEG,Male,1,No,No,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,84.59,3633.14,0,61-72,1
0660-VHVEG,Male,1,No,No,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.08,4080.1,0,25-36,0
0661-VHVEG,Female,1,No,No,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.61,5445.29,1,61-72,1
0662-VHVEG,Male,0,Yes,No,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),118.65,4689.55,0,61-72,1
0663-VHVEG,Female,0,No,No,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.58,8282.59,1,37-48,0
0664-VHVEG,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.72,4522.97,1,49-60,0
0665-VHVEG,Female,0,No,No,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,30.18,8930.21,0,37-48,1
0666-VHVEG,Female,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,35.29,7677.68,0,49-60,1
0667-VHVEG,Female,1,Yes,No,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),44.6,1955.74,0,61-72,0
0668-VHVEG,Male,0,Yes,No,No,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),36.07,8382.3,1,13-24,0
0669-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,38.66,1135.66,1,61-72,1
0670-VHVEG,Male,1,No,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,48.51,7375.3,0,25-36,0
0671-VHVEG,Male,0,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,37.34,3487.55,0,25-36,0
0672-VHVEG,Female,1,No,No,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,109.68,7913.97,0,49-60,1
0673-VHVEG,Female,1,No,Yes,No,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,28.02,7825.7,1,37-48,0
0674-VHVEG,Male,1,Yes,Yes,Yes,No phone service,No,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,72.45,7272.74,1,61-72,1
0675-VHVEG,Female,0,No,No,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),61.04,7131.27,0,13-24,0
0676-VHVEG,Female,0,No,Yes,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,118.24,2811.64,0,37-48,0
0677-VHVEG,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.2,820.18,1,61-72,0
0678-VHVEG,Female,0,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,59.79,3686.52,1,13-24,1
0679-VHVEG,Male,1,No,Yes,No,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,116.95,1644.37,0,61-72,0
0680-VHVEG,Male,0,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,106.55,6285.06,1,49-60,0
0681-VHVEG,Female,1,No,Yes,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),101.71,3180.29,1,25-36,0
0682-VHVEG,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,45.79,8782.93,1,49-60,0
0683-VHVEG,Male,0,Yes,No,No,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),37.09,5804.65,1,0-12,0
0684-VHVEG,Male,1,No,Yes,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),86.86,7420.08,0,37-48,1
0685-VHVEG,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),112.94,1279.47,1,37-48,0
0686-VHVEG,Male,0,No,Yes,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,75.68,7771.93,0,13-24,1
0687-VHVEG,Female,1,No,Yes,No,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,77.16,8312.54,1,49-60,1
0688-VHVEG,Male,0,Yes,No,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48,4434.85,1,25-36,0
0689-VHVEG,Male,1,No,No,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),96.95,5495.65,0,0-12,1
0690-VHVEG,Female,0,Yes,No,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,38.7,6906.81,1,13-24,0
0691-VHVEG,Female,1,Yes,Yes,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),52.37,1656.06,0,25-36,0
0692-VHVEG,Male,1,No,No,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,62.54,4572.84,0,13-24,0
0693-VHVEG,Female,0,No,Yes,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),70.76,3648.1,1,61-72,0
0694-VHVEG,Female,1,Yes,No,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),44.24,1402.73,1,61-72,0
0695-VHVEG,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),31.48,3371.06,1,49-60,0
0696-VHVEG,Female,0,Yes,Yes,No,No,DSL,No,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,81.06,706.73,0,37-48,0
0697-VHVEG,Female,0,Yes,Yes,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),48.86,329.73,1,13-24,1
0698-VHVEG,Female,0,No,Yes,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Mailed check,78.12,1302.98,1,0-12,1
0699-VHVEG,Male,0,Yes,No,No,No phone service,No,Yes,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),35.44,8671.72,1,37-48,0
0700-VHVEG,Female,0,Yes,Yes,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Bank transfer (automatic),68.11,4990.81,1,13-24,0
0701-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),73.26,8695.82,1,25-36,1
0702-VHVEG,Female,1,No,Yes,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),25.18,3949.23,1,25-36,1
0703-VHVEG,Female,0,No,Yes,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.66,2875.16,1,0-12,0
0704-VHVEG,Male,1,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),33.44,4604.66,0,49-60,0
0705-VHVEG,Male,0,No,Yes,No,No phone service,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),26.34,4011.65,1,37-48,1
0706-VHVEG,Male,1,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,119,1040.42,1,13-24,0
0707-VHVEG,Female,1,No,Yes,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,52.24,5803.35,1,49-60,1
0708-VHVEG,Female,0,Yes,No,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),100.99,2022.74,1,25-36,0
0709-VHVEG,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),45.46,5614.33,0,25-36,1
0710-VHVEG,Male,1,Yes,No,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,88.15,5886.79,0,0-12,0
0711-VHVEG,Female,1,Yes,No,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),96.02,1453.02,1,49-60,0
0712-VHVEG,Female,1,No,No,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,One year,Yes,Electronic check,79.56,646.01,0,49-60,1
0713-VHVEG,Female,0,No,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.16,7048.78,0,0-12,1
0714-VHVEG,Female,1,No,No,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,61.18,4192.22,1,13-24,1
0715-VHVEG,Male,0,No,Yes,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,54.89,617.66,1,37-48,1
0716-VHVEG,Male,1,No,No,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),112.95,8954.31,1,49-60,0
0717-VHVEG,Male,1,Yes,No,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.06,614.25,0,61-72,0
0718-VHVEG,Male,1,Yes,No,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.5,6285.81,1,37-48,0
0719-VHVEG,Male,1,Yes,No,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),32.43,8854.74,0,25-36,1
0720-VHVEG,Male,1,No,No,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,93.09,2228.7,1,25-36,0
0721-VHVEG,Male,1,Yes,Yes,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,113.83,1366.02,0,49-60,0
0722-VHVEG,Female,0,Yes,No,No,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,38.12,1180.33,1,0-12,0
0723-VHVEG,Female,0,Yes,No,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),26.65,2799.15,1,37-48,0
0724-VHVEG,Female,1,No,Yes,Yes,No phone service,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.11,999.31,0,61-72,1
0725-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),77.45,6260.24,1,13-24,0
0726-VHVEG,Female,1,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),104.18,654.4,1,25-36,1
0727-VHVEG,Female,1,No,No,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.98,4633.86,1,0-12,0
0728-VHVEG,Male,1,No,No,No,No,No,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,99.53,8970.6,1,61-72,0
0729-VHVEG,Male,1,No,Yes,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,40.16,7344.34,0,0-12,1
0730-VHVEG,Female,0,Yes,No,No,No phone service,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),36.37,5575.45,0,49-60,0
0731-VHVEG,Male,1,Yes,Yes,Yes,No phone service,No,No,No,No,No,No,Yes,One year,No,Electronic check,36.43,2825.66,1,37-48,0
0732-VHVEG,Female,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.46,5652.67,1,13-24,0
0733-VHVEG,Female,1,No,No,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.52,4790.67,0,13-24,0
0734-VHVEG,Male,0,Yes,Yes,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),72.31,3892.14,1,37-48,0
0735-VHVEG,Female,1,No,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55.88,1263.32,1,25-36,0
0736-VHVEG,Female,0,Yes,No,No,No,DSL,No,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,107.72,7990.78,0,13-24,0
0737-VHVEG,Male,1,Yes,Yes,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,59.24,4103.08,0,25-36,1
0738-VHVEG,Male,0,No,No,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.66,1832.14,0,0-12,0
0739-VHVEG,Male,0,Yes,No,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),63.91,3373.06,0,0-12,0
0740-VHVEG,Male,0,No,Yes,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.69,3785.75,0,13-24,1
0741-VHVEG,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),66.27,7465.09,0,25-36,1
0742-VHVEG,Female,1,No,No,No,No,No,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,50.14,6629.17,1,0-12,0
0743-VHVEG,Male,0,Yes,No,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,94.76,6946.81,0,0-12,1
0744-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Mailed check,70.27,198.18,0,37-48,1
0745-VHVEG,Male,1,Yes,Yes,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,No,Mailed check,43.22,3803.77,1,37-48,0
0746-VHVEG,Female,1,No,Yes,No,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),109.96,4383.96,1,0-12,0
0747-VHVEG,Female,1,No,No,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.39,270.81,0,49-60,0
0748-VHVEG,Female,0,Yes,No,No,No,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,74.36,2412.34,0,0-12,0
0749-VHVEG,Male,0,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),110.65,6866.58,1,13-24,1
0750-VHVEG,Male,0,Yes,No,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,82.42,1320.28,1,61-72,0
0751-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,31.69,4864.26,0,37-48,1
0752-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,113.98,2015.3,1,49-60,1
0753-VHVEG,Male,1,No,No,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,82.77,207.87,1,25-36,0
0754-VHVEG,Female,0,No,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,53.49,2246.69,1,61-72,1
0755-VHVEG,Female,0,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),33.93,8785.28,0,25-36,1
0756-VHVEG,Female,1,Yes,Yes,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,99.4,7233.68,1,37-48,0
0757-VHVEG,Female,0,No,Yes,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),82.01,8640.23,1,37-48,1
0758-VHVEG,Male,0,No,Yes,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,73.35,4441.9,1,25-36,1
0759-VHVEG,Male,1,No,No,No,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,109.39,1076.65,0,37-48,0
0760-VHVEG,Male,1,Yes,No,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Electronic check,98.86,4976.84,0,37-48,1
0761-VHVEG,Female,1,No,No,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,35.17,4143.96,0,13-24,0
0762-VHVEG,Female,1,Yes,Yes,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,51.17,7614.78,1,0-12,0
0763-VHVEG,Female,1,Yes,Yes,No,No phone service,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,44.85,972.93,0,25-36,0
0764-VHVEG,Male,0,Yes,Yes,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),94.39,4445.35,1,25-36,0
0765-VHVEG,Female,0,No,No,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),23.35,1435.43,0,0-12,0
0766-VHVEG,Female,1,No,Yes,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,76.99,2989.62,1,37-48,0
0767-VHVEG,Male,0,Yes,Yes,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,96.25,6662.48,1,49-60,0
0768-VHVEG,Female,1,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.68,4336.56,1,0-12,1
0769-VHVEG,Male,0,No,No,No,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,54.21,3445.41,0,37-48,0
0770-VHVEG,Female,0,No,No,Yes,No,DSL,Yes,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),102.13,3610.84,1,49-60,1
0771-VHVEG,Female,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.06,4189.08,0,0-12,1
0772-VHVEG,Male,1,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No internet service,One year,No,Electronic check,104.65,7086.65,0,61-72,0
0773-VHVEG,Male,0,No,No,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,32.75,8039.55,1,49-60,0
0774-VHVEG,Female,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,59.73,8602.48,0,61-72,0
0775-VHVEG,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,99.73,7103.44,0,37-48,0
0776-VHVEG,Male,1,Yes,No,No,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,34.99,2907.12,0,25-36,0
0777-VHVEG,Female,0,No,Yes,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,42.93,6224.4,1,37-48,0
0778-VHVEG,Female,0,Yes,No,No,Yes,No,No,No internet service,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),92.23,3994.67,0,25-36,0
0779-VHVEG,Male,1,No,Yes,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,92,2366.57,1,61-72,1
0780-VHVEG,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),84.11,7583.76,0,61-72,1
0781-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),89.39,441.99,1,61-72,0
0782-VHVEG,Male,1,Yes,Yes,No,No,No,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),74.27,8125.68,0,49-60,0
0783-VHVEG,Female,1,Yes,Yes,No,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),45.18,4207.15,1,61-72,0
0784-VHVEG,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),54.57,5771.09,0,49-60,1
0785-VHVEG,Male,0,No,Yes,No,No phone service,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,38.16,5968.25,1,13-24,1
0786-VHVEG,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),110.85,8066.55,1,0-12,1
0787-VHVEG,Female,1,No,Yes,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.34,5766.36,0,0-12,0
0788-VHVEG,Male,0,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,60.09,5564.01,1,49-60,0
0789-VHVEG,Female,0,Yes,No,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),66.2,693.2,0,13-24,0
0790-VHVEG,Male,0,Yes,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,114.73,4713.83,0,13-24,0
0791-VHVEG,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,35.34,1436.5,1,61-72,1
0792-VHVEG,Female,0,No,Yes,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),78.62,6663.16,1,49-60,0
0793-VHVEG,Female,1,No,No,No,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),70.59,4658.78,0,49-60,0
0794-VHVEG,Female,1,Yes,No,Yes,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,81.15,6154.03,1,37-48,1
0795-VHVEG,Male,1,Yes,No,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),21.81,470.89,0,13-24,0
0796-VHVEG,Female,0,Yes,No,No,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),107.21,854.65,0,0-12,0
0797-VHVEG,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),113.21,6475.28,0,0-12,0
0798-VHVEG,Female,1,No,No,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,76.51,741.55,1,0-12,0
0799-VHVEG,Female,0,No,No,No,Yes,DSL,No,No internet service,No,Yes,No,Yes,One year,No,Credit card (automatic),89.67,734.18,0,0-12,0
0800-VHVEG,Female,1,Yes,No,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,112.25,207.77,0,61-72,0
0801-VHVEG,Male,1,Yes,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.72,8612.86,0,49-60,0
0802-VHVEG,Male,1,Yes,Yes,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,35.25,6663.82,1,25-36,0
0803-VHVEG,Female,0,Yes,No,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.63,3243.94,0,25-36,1
0804-VHVEG,Female,0,Yes,No,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),80.67,2739.17,1,61-72,0
0805-VHVEG,Male,1,No,No,No,Yes,No,Yes,No,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),62.41,3212.36,1,37-48,0
