customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure
0678-VHVEG,Female,0,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,59.79,3686.52,1,17
0679-VHVEG,Male,1,No,Yes,No,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,116.95,1644.37,0,65
0680-VHVEG,Male,0,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,106.55,6285.06,1,57
0681-VHVEG,Female,1,No,Yes,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),101.71,3180.29,1,34
0682-VHVEG,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,45.79,8782.93,1,58
0683-VHVEG,Male,0,Yes,No,No,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),37.09,5804.65,1,4
0684-VHVEG,Male,1,No,Yes,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),86.86,7420.08,0,47
0685-VHVEG,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),112.94,1279.47,1,38
0686-VHVEG,Male,0,No,Yes,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,75.68,7771.93,0,19
0687-VHVEG,Female,1,No,Yes,No,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,77.16,8312.54,1,49
0688-VHVEG,Male,0,Yes,No,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.0,4434.85,1,35
0689-VHVEG,Male,1,No,No,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),96.95,5495.65,0,7
0690-VHVEG,Female,0,Yes,No,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,38.7,6906.81,1,17
0691-VHVEG,Female,1,Yes,Yes,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),52.37,1656.06,0,35
0692-VHVEG,Male,1,No,No,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,62.54,4572.84,0,23
0693-VHVEG,Female,0,No,Yes,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),70.76,3648.1,1,62
0694-VHVEG,Female,1,Yes,No,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),44.24,1402.73,1,69
0695-VHVEG,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),31.48,3371.06,1,56
0696-VHVEG,Female,0,Yes,Yes,No,No,DSL,No,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,81.06,706.73,0,47
0697-VHVEG,Female,0,Yes,Yes,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),48.86,329.73,1,23
0698-VHVEG,Female,0,No,Yes,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Mailed check,78.12,1302.98,1,0
0699-VHVEG,Male,0,Yes,No,No,No phone service,No,Yes,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),35.44,8671.72,1,48
0700-VHVEG,Female,0,Yes,Yes,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Bank transfer (automatic),68.11,4990.81,1,16
0701-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),73.26,8695.82,1,28
0702-VHVEG,Female,1,No,Yes,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),25.18,3949.23,1,29
0703-VHVEG,Female,0,No,Yes,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.66,2875.16,1,4
0704-VHVEG,Male,1,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),33.44,4604.66,0,57
0705-VHVEG,Male,0,No,Yes,No,No phone service,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),26.34,4011.65,1,48
0706-VHVEG,Male,1,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,119.0,1040.42,1,16
0707-VHVEG,Female,1,No,Yes,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,52.24,5803.35,1,60
0708-VHVEG,Female,0,Yes,No,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),100.99,2022.74,1,34
0709-VHVEG,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),45.46,5614.33,0,26
0710-VHVEG,Male,1,Yes,No,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,88.15,5886.79,0,4
0711-VHVEG,Female,1,Yes,No,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),96.02,1453.02,1,53
0712-VHVEG,Female,1,No,No,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,One year,Yes,Electronic check,79.56,646.01,0,57
0713-VHVEG,Female,0,No,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.16,7048.78,0,3
0714-VHVEG,Female,1,No,No,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,61.18,4192.22,1,23
0715-VHVEG,Male,0,No,Yes,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,54.89,617.66,1,41
0716-VHVEG,Male,1,No,No,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),112.95,8954.31,1,58
0717-VHVEG,Male,1,Yes,No,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.06,614.25,0,68
0718-VHVEG,Male,1,Yes,No,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.5,6285.81,1,48
0719-VHVEG,Male,1,Yes,No,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),32.43,8854.74,0,26
0720-VHVEG,Male,1,No,No,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,93.09,2228.7,1,31
0721-VHVEG,Male,1,Yes,Yes,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,113.83,1366.02,0,52
0722-VHVEG,Female,0,Yes,No,No,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,38.12,1180.33,1,5
0723-VHVEG,Female,0,Yes,No,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),26.65,2799.15,1,41
0724-VHVEG,Female,1,No,Yes,Yes,No phone service,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.11,999.31,0,67
0725-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),77.45,6260.24,1,24
0726-VHVEG,Female,1,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),104.18,654.4,1,31
0727-VHVEG,Female,1,No,No,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.98,4633.86,1,1
0728-VHVEG,Male,1,No,No,No,No,No,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,99.53,8970.6,1,68
0729-VHVEG,Male,1,No,Yes,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,40.16,7344.34,0,6
0730-VHVEG,Female,0,Yes,No,No,No phone service,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),36.37,5575.45,0,52
0731-VHVEG,Male,1,Yes,Yes,Yes,No phone service,No,No,No,No,No,No,Yes,One year,No,Electronic check,36.43,2825.66,1,43
0732-VHVEG,Female,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.46,5652.67,1,15
0733-VHVEG,Female,1,No,No,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.52,4790.67,0,23
0734-VHVEG,Male,0,Yes,Yes,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),72.31,3892.14,1,39
0735-VHVEG,Female,1,No,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55.88,1263.32,1,26
0736-VHVEG,Female,0,Yes,No,No,No,DSL,No,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,107.72,7990.78,0,13
0737-VHVEG,Male,1,Yes,Yes,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,59.24,4103.08,0,34
0738-VHVEG,Male,0,No,No,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.66,1832.14,0,0
0739-VHVEG,Male,0,Yes,No,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),63.91,3373.06,0,10
0740-VHVEG,Male,0,No,Yes,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.69,3785.75,0,18
0741-VHVEG,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),66.27,7465.09,0,31
0742-VHVEG,Female,1,No,No,No,No,No,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,50.14,6629.17,1,11
0743-VHVEG,Male,0,Yes,No,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,94.76,6946.81,0,1
0744-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Mailed check,70.27,198.18,0,45
0745-VHVEG,Male,1,Yes,Yes,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,No,Mailed check,43.22,3803.77,1,47
0746-VHVEG,Female,1,No,Yes,No,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),109.96,4383.96,1,7
0747-VHVEG,Female,1,No,No,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.39,270.81,0,53
0748-VHVEG,Female,0,Yes,No,No,No,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,74.36,2412.34,0,6
0749-VHVEG,Male,0,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),110.65,6866.58,1,22
0750-VHVEG,Male,0,Yes,No,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,82.42,1320.28,1,68
0751-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,31.69,4864.26,0,41
0752-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,113.98,2015.3,1,54
0753-VHVEG,Male,1,No,No,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,82.77,207.87,1,31
0754-VHVEG,Female,0,No,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,53.49,2246.69,1,69
0755-VHVEG,Female,0,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),33.93,8785.28,0,29
0756-VHVEG,Female,1,Yes,Yes,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,99.4,7233.68,1,38
0757-VHVEG,Female,0,No,Yes,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),82.01,8640.23,1,47
0758-VHVEG,Male,0,No,Yes,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,73.35,4441.9,1,29
0759-VHVEG,Male,1,No,No,No,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,109.39,1076.65,0,41
0760-VHVEG,Male,1,Yes,No,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Electronic check,98.86,4976.84,0,38
0761-VHVEG,Female,1,No,No,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,35.17,4143.96,0,15
0762-VHVEG,Female,1,Yes,Yes,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,51.17,7614.78,1,12
0763-VHVEG,Female,1,Yes,Yes,No,No phone service,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,44.85,972.93,0,35
0764-VHVEG,Male,0,Yes,Yes,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),94.39,4445.35,1,35
0765-VHVEG,Female,0,No,No,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),23.35,1435.43,0,5
0766-VHVEG,Female,1,No,Yes,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,76.99,2989.62,1,43
0767-VHVEG,Male,0,Yes,Yes,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,96.25,6662.48,1,56
0768-VHVEG,Female,1,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.68,4336.56,1,9
0769-VHVEG,Male,0,No,No,No,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,54.21,3445.41,0,47
0770-VHVEG,Female,0,No,No,Yes,No,DSL,Yes,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),102.13,3610.84,1,49
0771-VHVEG,Female,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.06,4189.08,0,2
0772-VHVEG,Male,1,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No internet service,One year,No,Electronic check,104.65,7086.65,0,70
0773-VHVEG,Male,0,No,No,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,32.75,8039.55,1,50
0774-VHVEG,Female,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,59.73,8602.48,0,70
0775-VHVEG,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,99.73,7103.44,0,39
0776-VHVEG,Male,1,Yes,No,No,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,34.99,2907.12,0,34
0777-VHVEG,Female,0,No,Yes,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,42.93,6224.4,1,39
0778-VHVEG,Female,0,Yes,No,No,Yes,No,No,No internet service,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),92.23,3994.67,0,25
0779-VHVEG,Male,1,No,Yes,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,92.0,2366.57,1,61
0780-VHVEG,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),84.11,7583.76,0,68
0781-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),89.39,441.99,1,68
0782-VHVEG,Male,1,Yes,Yes,No,No,No,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),74.27,8125.68,0,50
0783-VHVEG,Female,1,Yes,Yes,No,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),45.18,4207.15,1,65
0784-VHVEG,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),54.57,5771.09,0,50
0785-VHVEG,Male,0,No,Yes,No,No phone service,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,38.16,5968.25,1,22
0786-VHVEG,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),110.85,8066.55,1,8
0787-VHVEG,Female,1,No,Yes,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.34,5766.36,0,6
0788-VHVEG,Male,0,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,60.09,5564.01,1,56
0789-VHVEG,Female,0,Yes,No,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),66.2,693.2,0,24
0790-VHVEG,Male,0,Yes,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,114.73,4713.83,0,13
0791-VHVEG,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,35.34,1436.5,1,69
0792-VHVEG,Female,0,No,Yes,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),78.62,6663.16,1,49
0793-VHVEG,Female,1,No,No,No,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),70.59,4658.78,0,57
0794-VHVEG,Female,1,Yes,No,Yes,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,81.15,6154.03,1,46
0795-VHVEG,Male,1,Yes,No,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),21.81,470.89,0,13
0796-VHVEG,Female,0,Yes,No,No,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),107.21,854.65,0,9
0797-VHVEG,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),113.21,6475.28,0,3
0798-VHVEG,Female,1,No,No,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,76.51,741.55,1,8
0799-VHVEG,Female,0,No,No,No,Yes,DSL,No,No internet service,No,Yes,No,Yes,One year,No,Credit card (automatic),89.67,734.18,0,5
0800-VHVEG,Female,1,Yes,No,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,112.25,207.77,0,61
0801-VHVEG,Male,1,Yes,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.72,8612.86,0,56
0802-VHVEG,Male,1,Yes,Yes,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,35.25,6663.82,1,35
0803-VHVEG,Female,0,Yes,No,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.63,3243.94,0,27
0804-VHVEG,Female,0,Yes,No,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),80.67,2739.17,1,72
0805-VHVEG,Male,1,No,No,No,Yes,No,Yes,No,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),62.41,3212.36,1,41
0806-VHVEG,Male,0,No,Yes,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,93.64,6994.42,0,33
0807-VHVEG,Female,1,No,No,No,No,No,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,113.44,5986.2,0,67
0808-VHVEG,Male,0,Yes,No,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,112.56,1748.24,1,35
0809-VHVEG,Female,1,No,Yes,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.08,1649.57,1,51
0810-VHVEG,Female,1,Yes,Yes,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),31.32,975.72,1,0
0811-VHVEG,Male,0,Yes,No,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,118.48,5976.69,0,30
0812-VHVEG,Male,1,Yes,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.89,6902.92,1,40
0813-VHVEG,Male,1,Yes,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,32.47,2458.91,1,28
0814-VHVEG,Female,0,No,Yes,No,No phone service,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),112.08,286.41,0,22
0815-VHVEG,Female,0,No,No,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),106.99,831.33,0,48
0816-VHVEG,Male,1,Yes,Yes,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.88,8713.95,0,31
0817-VHVEG,Female,0,No,Yes,Yes,No,No,No,No,No,No internet service,Yes,No internet service,One year,No,Mailed check,79.13,2729.46,0,29
0818-VHVEG,Male,1,Yes,No,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),59.9,6946.09,1,41
0819-VHVEG,Female,1,Yes,No,No,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),25.48,5659.51,1,43
0820-VHVEG,Female,0,Yes,No,No,No phone service,DSL,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),53.52,3499.26,1,67
0821-VHVEG,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,100.29,1930.62,0,64
0822-VHVEG,Male,1,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),20.46,1180.34,0,6
0823-VHVEG,Female,1,Yes,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),53.35,5573.62,0,59
0824-VHVEG,Female,1,No,No,Yes,No,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),59.82,6994.24,0,28
0825-VHVEG,Female,1,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,73.74,5830.75,1,25
0826-VHVEG,Male,0,Yes,Yes,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),111.99,4819.69,1,50
0827-VHVEG,Male,1,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),54.63,473.37,1,2
0828-VHVEG,Female,0,No,No,Yes,No phone service,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.7,8719.55,0,62
0829-VHVEG,Female,1,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),93.75,7208.56,1,2
0830-VHVEG,Female,1,No,Yes,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Mailed check,65.22,2706.12,1,29
0831-VHVEG,Female,0,Yes,Yes,No,No,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,42.46,8821.74,1,25
0832-VHVEG,Male,0,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.24,5456.75,1,51
0833-VHVEG,Female,1,No,Yes,No,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),34.09,5283.56,1,34
0834-VHVEG,Male,1,No,No,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,37.64,6757.85,0,2
0835-VHVEG,Female,1,Yes,No,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,69.84,7324.75,1,53
0836-VHVEG,Male,1,No,Yes,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,61.89,5942.66,0,71
0837-VHVEG,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,111.48,1240.05,0,41
0838-VHVEG,Male,1,Yes,No,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.24,3110.58,0,45
0839-VHVEG,Male,0,No,Yes,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,78.06,8359.94,1,70
0840-VHVEG,Female,1,Yes,No,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,83.23,2099.08,1,32
0841-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.31,3412.29,0,8
0842-VHVEG,Female,1,No,Yes,No,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,86.35,3945.48,1,46
0843-VHVEG,Female,1,No,Yes,No,Yes,No,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,37.8,4010.7,1,47
0844-VHVEG,Female,0,Yes,Yes,No,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.11,5555.16,0,10
0845-VHVEG,Female,1,Yes,Yes,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.87,8493.37,1,50
0846-VHVEG,Female,1,Yes,Yes,No,No phone service,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),61.46,2242.17,0,16
